,Author,Text
15,a,"name. No sir, I make it a rule of mine: the more it looks like Queer Street, the less I ask.” “A very good rule, too,” said the lawyer. “But I have studied the place for myself,” continued Mr. Enfield. “It seems scarcely a house. There is no other door,"
16,a,"said the servant rather sulkily; and then, with another voice, “But what matters hand of write?” he said. “I’ve seen him!” “Seen him?” repeated Mr. Utterson. “Well?” “That’s it!” said Poole. “It was this way. I came suddenly into the theatre from the garden. It seems he had slipped out"
17,a,"cab,” he said, “I think I can take you to his house.” It was by this time about nine in the morning, and the first fog of the season. A great chocolate-coloured pall lowered over heaven, but the wind was continually charging and routing these embattled vapours; so that as"
18,a,"these together could explain the hitherto unknown disgust, loathing and fear with which Mr. Utterson regarded him. “There must be something else,” said the perplexed gentleman. “There is something more, if I could find a name for it. God bless me, the man seems hardly human! Something troglodytic, shall we"
19,a,"a great esteem, annotated, in his own hand with startling blasphemies. Next, in the course of their review of the chamber, the searchers came to the cheval-glass, into whose depths they looked with an involuntary horror. But it was so turned as to show them nothing but the rosy glow"
20,a,"feelings, much as I am puzzled by this note which seems to prove him to be still alive, I shall consider it my duty to break in that door.” “Ah, Mr. Utterson, that’s talking!” cried the butler. “And now comes the second question,” resumed Utterson: “Who is going to do"
21,a,"and take a quick turn with us.” “You are very good,” sighed the other. “I should like to very much; but no, no, no, it is quite impossible; I dare not. But indeed, Utterson, I am very glad to see you; this is really a great pleasure; I would ask"
22,a,"cabinet is then to be forced; and you are to go in alone; to open the glazed press (letter E) on the left hand, breaking the lock if it be shut; and to draw out, with all its contents as they stand, the fourth drawer from the top or (which"
23,a,"returned to his old tasks and amities; a week ago, the prospect had smiled with every promise of a cheerful and an honoured age; and now in a moment, friendship, and peace of mind, and the whole tenor of his life were wrecked. So great and unprepared a change pointed"
24,a,"taking the air with an infinite sadness of mien, like some disconsolate prisoner, Utterson saw Dr. Jekyll. “What! Jekyll!” he cried. “I trust you are better.” “I am very low, Utterson,” replied the doctor drearily, “very low. It will not last long, thank God.” “You stay too much indoors,” said"
25,a,"many papers had been burned. From these embers the inspector disinterred the butt end of a green cheque book, which had resisted the action of the fire; the other half of the stick was found behind the door; and as this clinched his suspicions, the officer declared himself delighted. A"
26,a,"for his face was white and his voice, when he spoke, harsh and broken. “Well, sir,” he said, “here we are, and God grant there be nothing wrong.” “Amen, Poole,” said the lawyer. Thereupon the servant knocked in a very guarded manner; the door was opened on the chain; and"
27,a,"then he begged Mr. Utterson to follow him, and led the way to the back garden. “Now, sir,” said he, “you come as gently as you can. I want you to hear, and I don’t want you to be heard. And see here, sir, if by any chance he was"
28,a,"I have to ask you to be alone in your consulting room, to admit with your own hand into the house a man who will present himself in my name, and to place in his hands the drawer that you will have brought with you from my cabinet. Then you"
29,a,"and left the court without a word. In silence, too, they traversed the by-street; and it was not until they had come into a neighbouring thoroughfare, where even upon a Sunday there were still some stirrings of life, that Mr. Utterson at last turned and looked at his companion. They"
30,a,"should be back, if you set out at once on the receipt of this, long before midnight; but I will leave you that amount of margin, not only in the fear of one of those obstacles that can neither be prevented nor foreseen, but because an hour when your servants"
31,a,"eyes—pale and shaken, and half fainting, and groping before him with his hands, like a man restored from death—there stood Henry Jekyll! What he told me in the next hour, I cannot bring my mind to set on paper. I saw what I saw, I heard what I heard, and"
32,a,"by the house, my own servants would consign me to the gallows. I saw I must employ another hand, and thought of Lanyon. How was he to be reached? how persuaded? Supposing that I escaped capture in the streets, how was I to make my way into his presence? and"
33,a,"streets unusually bare of passengers, besides; for Mr. Utterson thought he had never seen that part of London so deserted. He could have wished it otherwise; never in his life had he been conscious of so sharp a wish to see and touch his fellow-creatures; for struggle as he might,"
34,a,"bank in the name of Edward Hyde himself; and when, by sloping my own hand backward, I had supplied my double with a signature, I thought I sat beyond the reach of fate. Some two months before the murder of Sir Danvers, I had been out for one of my"
35,a,"changed into something exquisitely thin and icy. Yes, I had gone to bed Henry Jekyll, I had awakened Edward Hyde. How was this to be explained? I asked myself; and then, with another bound of terror—how was it to be remedied? It was well on in the morning; the servants"
36,a,"Seek.” And at last his patience was rewarded. It was a fine dry night; frost in the air; the streets as clean as a ballroom floor; the lamps, unshaken by any wind, drawing a regular pattern of light and shadow. By ten o’clock, when the shops were closed, the by-street"
37,a,"all other engagements for to-night—ay, even if you were summoned to the bedside of an emperor; to take a cab, unless your carriage should be actually at the door; and with this letter in your hand for consultation, to drive straight to my house. Poole, my butler, has his orders;"
38,a,"was to his taste, something eminently human beaconed from his eye; something indeed which never found its way into his talk, but which spoke not only in these silent symbols of the after-dinner face, but more often and loudly in the acts of his life. He was austere with himself;"
39,a,"talking.” “Jekyll,” said Utterson, “you know me: I am a man to be trusted. Make a clean breast of this in confidence; and I make no doubt I can get you out of it.” “My good Utterson,” said the doctor, “this is very good of you, this is downright good"
40,a,"sleep.” Utterson reflected a little, looking in the fire. “I have no doubt you are perfectly right,” he said at last, getting to his feet. “Well, but since we have touched upon this business, and for the last time I hope,” continued the doctor, “there is one point I should"
41,a,"sensations that heralded the change; and I had but the time to gain the shelter of my cabinet, before I was once again raging and freezing with the passions of Hyde. It took on this occasion a double dose to recall me to myself; and alas! six hours after, as"
42,a,"Mr. Utterson so contrived that he remained behind after the others had departed. This was no new arrangement, but a thing that had befallen many scores of times. Where Utterson was liked, he was liked well. Hosts loved to detain the dry lawyer, when the light-hearted and loose-tongued had already"
43,a,"to the great, dark bed on which he tossed to and fro, until the small hours of the morning began to grow large. It was a night of little ease to his toiling mind, toiling in mere darkness and besieged by questions. Six o’clock struck on the bells of the"
44,a,"from his blackguardly surroundings. This was the home of Henry Jekyll’s favourite; of a man who was heir to a quarter of a million sterling. An ivory-faced and silvery-haired old woman opened the door. She had an evil face, smoothed by hypocrisy: but her manners were excellent. Yes, she said,"
45,a,"your servants are in bed is to be preferred for what will then remain to do. At midnight, then, I have to ask you to be alone in your consulting room, to admit with your own hand into the house a man who will present himself in my name, and"
46,a,"of the town’s life was still rolling in through the great arteries with a sound as of a mighty wind. But the room was gay with firelight. In the bottle the acids were long ago resolved; the imperial dye had softened with time, as the colour grows richer in stained"
47,a,"was out and the beetles were leaping on the floor. “Sir,” he said, looking Mr. Utterson in the eyes, “Was that my master’s voice?” “It seems much changed,” replied the lawyer, very pale, but giving look for look. “Changed? Well, yes, I think so,” said the butler. “Have I been"
48,a,"schoolboy had tried his knife on the mouldings; and for close on a generation, no one had appeared to drive away these random visitors or to repair their ravages. Mr. Enfield and the lawyer were on the other side of the by-street; but when they came abreast of the entry,"
49,a,"pangs succeeded: a grinding in the bones, deadly nausea, and a horror of the spirit that cannot be exceeded at the hour of birth or death. Then these agonies began swiftly to subside, and I came to myself as if out of a great sickness. There was something strange in"
50,a,"face of Henry Jekyll. That night I had come to the fatal cross-roads. Had I approached my discovery in a more noble spirit, had I risked the experiment while under the empire of generous or pious aspirations, all must have been otherwise, and from these agonies of death and birth,"
51,a,"to promise me that you will bear with him and get his rights for him. I think you would, if you knew all; and it would be a weight off my mind if you would promise.” “I can’t pretend that I shall ever like him,” said the lawyer. “I don’t"
52,a,"which was only natural. But the doctor’s case was what struck me. He was the usual cut and dry apothecary, of no particular age and colour, with a strong Edinburgh accent and about as emotional as a bagpipe. Well, sir, he was like the rest of us; every time he"
53,a,"the square; in vain that I recognised the pattern of the bed curtains and the design of the mahogany frame; something still kept insisting that I was not where I was, that I had not wakened where I seemed to be, but in the little room in Soho where I"
54,a,"police station, whither the body had been carried. As soon as he came into the cell, he nodded. “Yes,” said he, “I recognise him. I am sorry to say that this is Sir Danvers Carew.” “Good God, sir,” exclaimed the officer, “is it possible?” And the next moment his eye"
55,a,"strange note,” said Mr. Utterson; and then sharply, “How do you come to have it open?” “The man at Maw’s was main angry, sir, and he threw it back to me like so much dirt,” returned Poole. “This is unquestionably the doctor’s hand, do you know?” resumed the lawyer. “I"
56,a,"pocket. “I would say nothing of this paper. If your master has fled or is dead, we may at least save his credit. It is now ten; I must go home and read these documents in quiet; but I shall be back before midnight, when we shall send for the"
57,a,"Ah, sir, there’s blood foully shed in every step of it! But hark again, a little closer—put your heart in your ears, Mr. Utterson, and tell me, is that the doctor’s foot?” The steps fell lightly and oddly, with a certain swing, for all they went so slowly; it was"
58,a,"extinguished or had been kindled afresh to combat this mournful reinvasion of darkness, seemed, in the lawyer’s eyes, like a district of some city in a nightmare. The thoughts of his mind, besides, were of the gloomiest dye; and when he glanced at the companion of his drive, he was"
59,a,"it. The cheque was genuine.” “Tut-tut!” said Mr. Utterson. “I see you feel as I do,” said Mr. Enfield. “Yes, it’s a bad story. For my man was a fellow that nobody could have to do with, a really damnable man; and the person that drew the cheque is the"
60,a,"and plunged in shame, than when I laboured, in the eye of day, at the furtherance of knowledge or the relief of sorrow and suffering. And it chanced that the direction of my scientific studies, which led wholly towards the mystic and the transcendental, reacted and shed a strong light"
61,a,"long been the lawyer’s eyesore. It offended him both as a lawyer and as a lover of the sane and customary sides of life, to whom the fanciful was the immodest. And hitherto it was his ignorance of Mr. Hyde that had swelled his indignation; now, by a sudden turn,"
62,a,"come out with another man’s cheque for close upon a hundred pounds. But he was quite easy and sneering. ‘Set your mind at rest,’ says he, ‘I will stay with you till the banks open and cash the cheque myself.’ So we all set off, the doctor, and the child’s"
63,a,"a blind forehead of discoloured wall on the upper; and bore in every feature, the marks of prolonged and sordid negligence. The door, which was equipped with neither bell nor knocker, was blistered and distained. Tramps slouched into the recess and struck matches on the panels; children kept shop upon"
64,a,"interest in poor Hyde. I know you have seen him; he told me so; and I fear he was rude. But I do sincerely take a great, a very great interest in that young man; and if I am taken away, Utterson, I wish you to promise me that you"
65,a,"furtherance of knowledge or the relief of sorrow and suffering. And it chanced that the direction of my scientific studies, which led wholly towards the mystic and the transcendental, reacted and shed a strong light on this consciousness of the perennial war among my members. With every day, and from"
66,a,"months,” the said Edward Hyde should step into the said Henry Jekyll’s shoes without further delay and free from any burthen or obligation beyond the payment of a few small sums to the members of the doctor’s household. This document had long been the lawyer’s eyesore. It offended him both"
67,a,"remember. At my appearance (which was indeed comical enough, however tragic a fate these garments covered) the driver could not conceal his mirth. I gnashed my teeth upon him with a gust of devilish fury; and the smile withered from his face—happily for him—yet more happily for myself, for in"
68,a,"then of a child running from the doctor’s; and then these met, and that human Juggernaut trod the child down and passed on regardless of her screams. Or else he would see a room in a rich house, where his friend lay asleep, dreaming and smiling at his dreams; and"
69,a,"a husky, whispering and somewhat broken voice; all these were points against him, but not all of these together could explain the hitherto unknown disgust, loathing and fear with which Mr. Utterson regarded him. “There must be something else,” said the perplexed gentleman. “There is something more, if I could"
70,a,"contain the raging energies of life. The powers of Hyde seemed to have grown with the sickliness of Jekyll. And certainly the hate that now divided them was equal on each side. With Jekyll, it was a thing of vital instinct. He had now seen the full deformity of that"
71,a,"schoolboy, strip off these lendings and spring headlong into the sea of liberty. But for me, in my impenetrable mantle, the safety was complete. Think of it—I did not even exist! Let me but escape into my laboratory door, give me but a second or two to mix and swallow"
72,a,"“if you say that, it will become my duty to make certain. Much as I desire to spare your master’s feelings, much as I am puzzled by this note which seems to prove him to be still alive, I shall consider it my duty to break in that door.” “Ah,"
73,a,"fall of a perfect mat of cobweb which had for years sealed up the entrance. Nowhere was there any trace of Henry Jekyll, dead or alive. Poole stamped on the flags of the corridor. “He must be buried here,” he said, hearkening to the sound. “Or he may have fled,”"
74,a,"night; frost in the air; the streets as clean as a ballroom floor; the lamps, unshaken by any wind, drawing a regular pattern of light and shadow. By ten o’clock, when the shops were closed, the by-street was very solitary and, in spite of the low growl of London from"
75,a,"body in which we walk attired. Certain agents I found to have the power to shake and pluck back that fleshly vestment, even as a wind might toss the curtains of a pavilion. For two good reasons, I will not enter deeply into this scientific branch of my confession. First,"
76,a,"life has been pleasant; I liked it; yes, sir, I used to like it. I sometimes think if we knew all, we should be more glad to get away.” “Jekyll is ill, too,” observed Utterson. “Have you seen him?” But Lanyon’s face changed, and he held up a trembling hand."
77,a,"light in the dining-room?” “Here, thank you,” said the lawyer, and he drew near and leaned on the tall fender. This hall, in which he was now left alone, was a pet fancy of his friend the doctor’s; and Utterson himself was wont to speak of it as the pleasantest"
78,a,"solemnly all around; but nearer at hand, the stillness was only broken by the sounds of a footfall moving to and fro along the cabinet floor. “So it will walk all day, sir,” whispered Poole; “ay, and the better part of the night. Only when a new sample comes from"
79,a,"the laboratory table. I began to perceive more deeply than it has ever yet been stated, the trembling immateriality, the mistlike transience, of this seemingly so solid body in which we walk attired. Certain agents I found to have the power to shake and pluck back that fleshly vestment, even"
80,a,"them uninterrupted. It chanced on one of these rambles that their way led them down a by-street in a busy quarter of London. The street was small and what is called quiet, but it drove a thriving trade on the weekdays. The inhabitants were all doing well, it seemed and"
81,a,"case, can we venture to declare this suicide? O, we must be careful. I foresee that we may yet involve your master in some dire catastrophe.” “Why don’t you read it, sir?” asked Poole. “Because I fear,” replied the lawyer solemnly. “God grant I have no cause for it!” And"
82,a,"found it out, did you?” said Utterson. “But if that be so, we may step into the court and take a look at the windows. To tell you the truth, I am uneasy about poor Jekyll; and even outside, I feel as if the presence of a friend might do"
83,a,"At the horror of these sights and sounds, the maid fainted. It was two o’clock when she came to herself and called for the police. The murderer was gone long ago; but there lay his victim in the middle of the lane, incredibly mangled. The stick with which the deed"
84,a,"intimacy than he had looked for; and he blamed himself for some of his past suspicions. “Have you the envelope?” he asked. “I burned it,” replied Jekyll, “before I thought what I was about. But it bore no postmark. The note was handed in.” “Shall I keep this and sleep"
85,a,"devil had been long caged, he came out roaring. I was conscious, even when I took the draught, of a more unbridled, a more furious propensity to ill. It must have been this, I suppose, that stirred in my soul that tempest of impatience with which I listened to the"
86,a,"O, I know it’s not evidence, Mr. Utterson; I’m book-learned enough for that; but a man has his feelings, and I give you my bible-word it was Mr. Hyde!” “Ay, ay,” said the lawyer. “My fears incline to the same point. Evil, I fear, founded—evil was sure to come—of that"
87,a,"life as a whole: I followed it up from the days of childhood, when I had walked with my father’s hand, and through the self-denying toils of my professional life, to arrive again and again, with the same sense of unreality, at the damned horrors of the evening. I could"
88,a,"the fire, a bottle of a particular old wine that had long dwelt unsunned in the foundations of his house. The fog still slept on the wing above the drowned city, where the lamps glimmered like carbuncles; and through the muffle and smother of these fallen clouds, the procession of"
89,a,"the slime of the pit seemed to utter cries and voices; that the amorphous dust gesticulated and sinned; that what was dead, and had no shape, should usurp the offices of life. And this again, that that insurgent horror was knit to him closer than a wife, closer than an"
90,a,"unjust might go his way, delivered from the aspirations and remorse of his more upright twin; and the just could walk steadfastly and securely on his upward path, doing the good things in which he found his pleasure, and no longer exposed to disgrace and penitence by the hands of"
91,a,"contents. The will was holograph, for Mr. Utterson though he took charge of it now that it was made, had refused to lend the least assistance in the making of it; it provided not only that, in case of the decease of Henry Jekyll, M.D., D.C.L., L.L.D., F.R.S., etc., all"
92,a,"raged. With a transport of glee, I mauled the unresisting body, tasting delight from every blow; and it was not till weariness had begun to succeed, that I was suddenly, in the top fit of my delirium, struck through the heart by a cold thrill of terror. A mist dispersed;"
93,a,"lover of the sane and customary sides of life, to whom the fanciful was the immodest. And hitherto it was his ignorance of Mr. Hyde that had swelled his indignation; now, by a sudden turn, it was his knowledge. It was already bad enough when the name was but a"
94,a,"puffs and draughts into that deep well of building, tossed the light of the candle to and fro about their steps, until they came into the shelter of the theatre, where they sat down silently to wait. London hummed solemnly all around; but nearer at hand, the stillness was only"
95,a,"rise and get his hat and greatcoat; but he observed with wonder the greatness of the relief that appeared upon the butler’s face, and perhaps with no less, that the wine was still untasted when he set it down to follow. It was a wild, cold, seasonable night of March,"
96,a,"and the most deadly shuddering. These passed away, and left me faint; and then as in its turn faintness subsided, I began to be aware of a change in the temper of my thoughts, a greater boldness, a contempt of danger, a solution of the bonds of obligation. I looked"
97,a,"transfigures, its clay continent? The last, I think; for, O my poor old Harry Jekyll, if ever I read Satan’s signature upon a face, it is on that of your new friend.” Round the corner from the by-street, there was a square of ancient, handsome houses, now for the most"
98,a,"foul soul that thus transpires through, and transfigures, its clay continent? The last, I think; for, O my poor old Harry Jekyll, if ever I read Satan’s signature upon a face, it is on that of your new friend.” Round the corner from the by-street, there was a square of"
99,a,"“And now,” said Mr. Utterson, as soon as Poole had left them, “you have heard the news?” The doctor shuddered. “They were crying it in the square,” he said. “I heard them in my dining-room.” “One word,” said the lawyer. “Carew was my client, but so are you, and I"
100,a,"sealed, and marked upon the cover as “not to be opened till the death or disappearance of Dr. Henry Jekyll.” Utterson could not trust his eyes. Yes, it was disappearance; here again, as in the mad will which he had long ago restored to its author, here again were the"
101,a,"it for near half a minute, sunk as I was in the mere stupidity of wonder, before terror woke up in my breast as sudden and startling as the crash of cymbals; and bounding from my bed I rushed to the mirror. At the sight that met my eyes, my"
102,a,"and twopenny salads, many ragged children huddled in the doorways, and many women of many different nationalities passing out, key in hand, to have a morning glass; and the next moment the fog settled down again upon that part, as brown as umber, and cut him off from his blackguardly"
103,a,"as the cab crawled from street to street, Mr. Utterson beheld a marvelous number of degrees and hues of twilight; for here it would be dark like the back-end of evening; and there would be a glow of a rich, lurid brown, like the light of some strange conflagration; and"
104,a,"gaze on it. “Well,” said Enfield, “that story’s at an end at least. We shall never see more of Mr. Hyde.” “I hope not,” said Utterson. “Did I ever tell you that I once saw him, and shared your feeling of repulsion?” “It was impossible to do the one without"
105,a,"I smiled at the notion; it seemed to me at the time to be humourous; and I made my preparations with the most studious care. I took and furnished that house in Soho, to which Hyde was tracked by the police; and engaged as a housekeeper a creature whom I"
106,a,"other, and midway between, at a nicely calculated distance from the fire, a bottle of a particular old wine that had long dwelt unsunned in the foundations of his house. The fog still slept on the wing above the drowned city, where the lamps glimmered like carbuncles; and through the"
107,a,"when I slept, or when the virtue of the medicine wore off, I would leap almost without transition (for the pangs of transformation grew daily less marked) into the possession of a fancy brimming with images of terror, a soul boiling with causeless hatreds, and a body that seemed not"
108,a,"mind if you would promise.” “I can’t pretend that I shall ever like him,” said the lawyer. “I don’t ask that,” pleaded Jekyll, laying his hand upon the other’s arm; “I only ask for justice; I only ask you to help him for my sake, when I am no longer"
109,a,"my appearance (which was indeed comical enough, however tragic a fate these garments covered) the driver could not conceal his mirth. I gnashed my teeth upon him with a gust of devilish fury; and the smile withered from his face—happily for him—yet more happily for myself, for in another instant"
110,a,"wore a great air of wealth and comfort, though it was now plunged in darkness except for the fanlight, Mr. Utterson stopped and knocked. A well-dressed, elderly servant opened the door. “Is Dr. Jekyll at home, Poole?” asked the lawyer. “I will see, Mr. Utterson,” said Poole, admitting the visitor,"
111,a,"when nobody was looking. Well, sir, every day, ay, and twice and thrice in the same day, there have been orders and complaints, and I have been sent flying to all the wholesale chemists in town. Every time I brought the stuff back, there would be another paper telling me"
112,a,"carrying to the post, and which bore the name and address of Mr. Utterson. This was brought to the lawyer the next morning, before he was out of bed; and he had no sooner seen it and been told the circumstances, than he shot out a solemn lip. “I shall"
113,a,"Utterson. “Well?” “That’s it!” said Poole. “It was this way. I came suddenly into the theatre from the garden. It seems he had slipped out to look for this drug or whatever it is; for the cabinet door was open, and there he was at the far end of the"
114,a,"still divided him from midnight. Once a woman spoke to him, offering, I think, a box of lights. He smote her in the face, and she fled. When I came to myself at Lanyon’s, the horror of my old friend perhaps affected me somewhat: I do not know; it was"
115,a,"the first experiment, began to run low. I sent out for a fresh supply and mixed the draught; the ebullition followed, and the first change of colour, not the second; I drank it and it was without efficiency. You will learn from Poole how I have had London ransacked; it"
116,a,"a smile. But the words were hardly uttered, before the smile was struck out of his face and succeeded by an expression of such abject terror and despair, as froze the very blood of the two gentlemen below. They saw it but for a glimpse for the window was instantly"
117,a,"the sickliness of Jekyll. And certainly the hate that now divided them was equal on each side. With Jekyll, it was a thing of vital instinct. He had now seen the full deformity of that creature that shared with him some of the phenomena of consciousness, and was co-heir with"
118,a,"dispersed; I saw my life to be forfeit; and fled from the scene of these excesses, at once glorying and trembling, my lust of evil gratified and stimulated, my love of life screwed to the topmost peg. I ran to the house in Soho, and (to make assurance doubly sure)"
119,a,"have left the stick or, above all, burned the cheque book. Why, money’s life to the man. We have nothing to do but wait for him at the bank, and get out the handbills.” This last, however, was not so easy of accomplishment; for Mr. Hyde had numbered few familiars—even"
120,a,"cards or papers, except a sealed and stamped envelope, which he had been probably carrying to the post, and which bore the name and address of Mr. Utterson. This was brought to the lawyer the next morning, before he was out of bed; and he had no sooner seen it"
121,a,"Many a man would have even blazoned such irregularities as I was guilty of; but from the high views that I had set before me, I regarded and hid them with an almost morbid sense of shame. It was thus rather the exacting nature of my aspirations than any particular"
122,a,"they are. It turns me cold to think of this creature stealing like a thief to Harry’s bedside; poor Harry, what a wakening! And the danger of it; for if this Hyde suspects the existence of the will, he may grow impatient to inherit. Ay, I must put my shoulders"
123,a,"I had the power of projecting, had lately been much exercised and nourished; it had seemed to me of late as though the body of Edward Hyde had grown in stature, as though (when I wore that form) I were conscious of a more generous tide of blood; and I"
124,a,"shall consider,” returned the lawyer. “And now one word more: it was Hyde who dictated the terms in your will about that disappearance?” The doctor seemed seized with a qualm of faintness; he shut his mouth tight and nodded. “I knew it,” said Utterson. “He meant to murder you. You"
125,a,"was! You see, it was much of the same bigness; and it had the same quick, light way with it; and then who else could have got in by the laboratory door? You have not forgot, sir, that at the time of the murder he had still the key with"
126,a,"scarce know what to do about it; it is an ugly business at the best. But there it is; quite in your way: a murderer’s autograph.” Guest’s eyes brightened, and he sat down at once and studied it with passion. “No sir,” he said: “not mad; but it is an"
127,a,"not obey me without a searching backward glance into the darkness of the square. There was a policeman not far off, advancing with his bull’s eye open; and at the sight, I thought my visitor started and made greater haste. These particulars struck me, I confess, disagreeably; and as I"
128,a,"approving conscience. But time began at last to obliterate the freshness of my alarm; the praises of conscience began to grow into a thing of course; I began to be tortured with throes and longings, as of Hyde struggling after freedom; and at last, in an hour of moral weakness,"
129,a,"change their name. No sir, I make it a rule of mine: the more it looks like Queer Street, the less I ask.” “A very good rule, too,” said the lawyer. “But I have studied the place for myself,” continued Mr. Enfield. “It seems scarcely a house. There is no"
130,a,"clearly seeing him. I had never set eyes on him before, so much was certain. He was small, as I have said; I was struck besides with the shocking expression of his face, with his remarkable combination of great muscular activity and great apparent debility of constitution, and—last but not"
131,a,"upstairs into the cabinet. It was but for one minute that I saw him, but the hair stood upon my head like quills. Sir, if that was my master, why had he a mask upon his face? If it was my master, why did he cry out like a rat,"
132,a,"my orders, led me to a private room, and brought me wherewithal to write. Hyde in danger of his life was a creature new to me; shaken with inordinate anger, strung to the pitch of murder, lusting to inflict pain. Yet the creature was astute; mastered his fury with a"
133,a,"old dissecting room, Poole,” he said. “Is that right, when Dr. Jekyll is from home?” “Quite right, Mr. Utterson, sir,” replied the servant. “Mr. Hyde has a key.” “Your master seems to repose a great deal of trust in that young man, Poole,” resumed the other musingly. “Yes, sir, he"
134,a,"independent denizens. I, for my part, from the nature of my life, advanced infallibly in one direction and in one direction only. It was on the moral side, and in my own person, that I learned to recognise the thorough and primitive duality of man; I saw that, of the"
135,a,"improvement I had already learned to despair. The movement was thus wholly toward the worse. Even at that time, I had not conquered my aversions to the dryness of a life of study. I would still be merrily disposed at times; and as my pleasures were (to say the least)"
136,a,"I could find a name for it. God bless me, the man seems hardly human! Something troglodytic, shall we say? or can it be the old story of Dr. Fell? or is it the mere radiance of a foul soul that thus transpires through, and transfigures, its clay continent? The"
137,a,"lane, which the maid’s window overlooked, was brilliantly lit by the full moon. It seems she was romantically given, for she sat down upon her box, which stood immediately under the window, and fell into a dream of musing. Never (she used to say, with streaming tears, when she narrated"
138,a,"spoke, harsh and broken. “Well, sir,” he said, “here we are, and God grant there be nothing wrong.” “Amen, Poole,” said the lawyer. Thereupon the servant knocked in a very guarded manner; the door was opened on the chain; and a voice asked from within, “Is that you, Poole?” “It’s"
139,a,"theatre, where they sat down silently to wait. London hummed solemnly all around; but nearer at hand, the stillness was only broken by the sounds of a footfall moving to and fro along the cabinet floor. “So it will walk all day, sir,” whispered Poole; “ay, and the better part"
140,a,"endorsed on the envelope as Dr. Jekyll’s Will and sat down with a clouded brow to study its contents. The will was holograph, for Mr. Utterson though he took charge of it now that it was made, had refused to lend the least assistance in the making of it; it"
141,a,"“Why did you compare them, Guest?” he inquired suddenly. “Well, sir,” returned the clerk, “there’s a rather singular resemblance; the two hands are in many points identical: only differently sloped.” “Rather quaint,” said Utterson. “It is, as you say, rather quaint,” returned Guest. “I wouldn’t speak of this note, you"
142,a,"should it mean? A great curiosity came on the trustee, to disregard the prohibition and dive at once to the bottom of these mysteries; but professional honour and faith to his dead friend were stringent obligations; and the packet slept in the inmost corner of his private safe. It is"
143,a,"at last, in order to pacify their too just resentment, Edward Hyde had to bring them to the door, and pay them in a cheque drawn in the name of Henry Jekyll. But this danger was easily eliminated from the future, by opening an account at another bank in the"
